uniquedesignation,track_id,X,Y,Z,timefromstart,distanceonline,owningunit,sidc,status911,speed,staffcomment
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.853,36.5339,40.2292,15.17613333,17200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.916,36.6139,61.3779,13.55123333,14600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.742,36.6245,60.3104,20.70306667,31400,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.736,36.6364,133.339,26.38176667,29900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.743,36.5718,136.467,10.67293333,15200,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.92,36.6151,60.4224,10.5325,15000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.849,36.5394,48.8149,15.882,18000,2-3-A-1,SFGPEVAL-------,1,100,
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.957,36.5829,64.0173,13.7865,21000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.959,36.5843,49.0254,14.39441667,20500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.963,36.5868,11.9623,17.64666667,20000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.801,36.6021,137.097,21,21000,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.795,36.6028,155.392,20.5,20500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.79,36.6021,166.184,20,20000,2-3-C-2,SFGPEVAL-------,0,100,
3B1-029,{c2d72efb-9215-4567-8f9f-3f8c55592aeb},-121.954,36.5985,28.6797,5.153416667,6700,2-3-B-1,SFGPEVAL-------,0,100,
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.745,36.5713,145.224,14.29376667,15400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.907,36.6165,39.6684,10.53758333,13700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.85,36.5359,37.1525,15.52906667,17600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.743,36.623,66.1496,20.83493333,31600,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.736,36.6356,128.477,26.47,30000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.75,36.5704,148.993,11.09423333,15800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.923,36.6111,82.0066,10.3727,15800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.852,36.534,37.4943,15.26436667,17300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.917,36.6142,58.413,13.64405,14700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.744,36.6223,69.1977,20.90086667,31700,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.736,36.6347,126.271,26.55823333,30100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.849,36.5402,54.9167,15.97023333,18100,2-3-A-1,SFGPEVAL-------,1,100,
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.957,36.5835,61.3709,13.85215,21100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.959,36.5834,57.8709,14.46463333,20600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.962,36.5867,18.5908,17.7349,20100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.801,36.6016,136.754,21.1,21100,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.796,36.6029,150.944,20.6,20600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.791,36.6022,164.492,20.1,20100,2-3-C-2,SFGPEVAL-------,0,100,
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.744,36.5716,140.436,10.74315,15300,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.92,36.615,60.6909,5.97415,9100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.921,36.6154,59.103,10.60271667,15100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.85,36.5368,42.4212,15.6173,17700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.746,36.5711,149.142,14.38658333,15500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.922,36.6156,58.4227,5.84285,8900,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.908,36.6161,48.8159,10.6145,13800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.744,36.6214,71.5854,20.9668,31800,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.736,36.6338,131.264,26.64646667,30200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.851,36.5342,33.5223,15.3526,17400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.751,36.5701,144.047,11.16445,15900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.923,36.6104,87.7035,10.43835,15900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 A,{ec413363-2a26-4e9e-bd8f-07de18b24d32},-121.955,36.5993,27.9448,4.6343,6600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.956,36.5843,58.0028,13.9178,21200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.959,36.5825,64.3107,14.53485,20700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.962,36.586,24.5339,17.82313333,20200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.802,36.6012,138.6,21.2,21200,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.797,36.6029,146.196,20.7,20700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.792,36.6025,162.506,20.2,20200,2-3-C-2,SFGPEVAL-------,0,100,
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.918,36.6145,61.1886,13.73686667,14800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.848,36.541,55.6483,16.05846667,18200,2-3-A-1,SFGPEVAL-------,1,100,
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.744,36.6206,75.0713,21.03273333,31900,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.736,36.6329,136.951,26.7347,30300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.745,36.5713,145.224,10.81336667,15400,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.923,36.6157,58.4407,10.67293333,15200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.85,36.5376,44.902,15.70553333,17800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.747,36.5709,150.753,14.4794,15600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.851,36.535,35.1894,15.44083333,17500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.744,36.6197,77.982,21.09866667,32000,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.737,36.6322,132.271,26.82293333,30400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.956,36.5851,55.2454,13.98345,21300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.959,36.5817,69.246,14.60506667,20800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.961,36.5856,28.5637,17.91136667,20300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.804,36.6011,139.968,21.3,21300,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.799,36.6028,142.617,20.8,20800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.793,36.6025,161.831,20.3,20300,2-3-C-2,SFGPEVAL-------,0,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.752,36.5699,139.16,11.23466667,16000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.923,36.6096,93.4744,10.504,16000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.909,36.6158,58.3994,10.69141667,13900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
3B1-029,{c2d72efb-9215-4567-8f9f-3f8c55592aeb},-121.954,36.5976,29.4458,5.230333333,6800,2-3-B-1,SFGPEVAL-------,0,100,
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.848,36.5418,57.6352,16.1467,18300,2-3-A-1,SFGPEVAL-------,1,100,
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.919,36.6147,62.2371,6.0398,9200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.919,36.6148,62.0573,13.82968333,14900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.745,36.6188,81.0172,21.1646,32100,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.737,36.6316,126.107,26.91116667,30500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.849,36.5385,48.3415,15.79376667,17900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.746,36.5711,149.142,10.88358333,15500,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.921,36.6153,59.303,5.9085,9000,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.923,36.6151,61.2455,10.74315,15300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.85,36.5359,37.1525,15.52906667,17600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.955,36.586,52.2026,14.0491,21400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.958,36.5821,67.2882,14.67528333,20900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.96,36.5851,37.8805,17.9996,20400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.805,36.6013,139.273,21.4,21400,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.8,36.6025,139.325,20.9,20900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.794,36.6027,160.017,20.4,20400,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.748,36.5706,151.507,14.57221667,15700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.745,36.6179,85.547,21.23053333,32200,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.738,36.6309,125.606,26.9994,30600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.753,36.5696,134.158,11.30488333,16100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.923,36.6087,98.0572,10.56965,16100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.847,36.5426,61.23,16.23493333,18400,2-3-A-1,SFGPEVAL-------,1,100,
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.91,36.6154,60.4572,10.76833333,14000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.92,36.6151,60.4224,13.9225,15000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.849,36.5394,48.8149,15.882,18000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.745,36.617,90.8515,21.29646667,32300,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.739,36.6302,121.957,27.08763333,30700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.954,36.5862,49.0695,14.11475,21500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.957,36.5829,64.0173,14.7455,21000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.959,36.5843,49.0254,18.08783333,20500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.806,36.6015,135.133,21.5,21500,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.801,36.6021,137.097,21,21000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.795,36.6028,155.392,20.5,20500,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 2 A,{ec413363-2a26-4e9e-bd8f-07de18b24d32},-121.954,36.5985,28.6797,4.704516667,6700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.747,36.5709,150.753,10.9538,15600,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.924,36.6143,64.7406,10.81336667,15400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.85,36.5368,42.4212,15.6173,17700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.75,36.5704,148.993,14.66503333,15800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.745,36.6161,91.0151,21.3624,32400,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.739,36.6295,118.403,27.17586667,30800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.847,36.5435,64.2667,16.32316667,18500,2-3-A-1,SFGPEVAL-------,1,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.754,36.5695,131.555,11.3751,16200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.918,36.6144,60.8896,6.10545,9300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.922,36.6078,103.669,10.6353,16200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.849,36.5402,54.9167,15.97023333,18100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.953,36.5865,45.1995,14.1804,21600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.957,36.5835,61.3709,14.81571667,21100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.959,36.5834,57.8709,18.17606667,20600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.807,36.6017,130.015,21.6,21600,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.801,36.6016,136.754,21.1,21100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.796,36.6029,150.944,20.6,20600,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.92,36.615,60.6909,5.97415,9100,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.911,36.615,60.614,10.84525,14100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.921,36.6154,59.103,14.01531667,15100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.745,36.6152,91.9002,21.42833333,32500,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.74,36.6287,109.179,27.2641,30900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.85,36.5376,44.902,15.70553333,17800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
3B1-029,{c2d72efb-9215-4567-8f9f-3f8c55592aeb},-121.953,36.5973,30.6594,5.30725,6900,2-3-B-1,SFGPEVAL-------,0,100,
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.748,36.5706,151.507,11.02401667,15700,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.924,36.6134,68.326,10.88358333,15500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.751,36.5701,144.047,15.9,15900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.847,36.5442,65.1716,16.4114,18600,2-3-A-1,SFGPEVAL-------,1,100,
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.745,36.6144,94.4764,21.49426667,32600,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.74,36.6278,96.7629,27.35233333,31000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.953,36.5874,41.138,14.24605,21700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.956,36.5843,58.0028,14.88593333,21200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.959,36.5825,64.3107,18.2643,20700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.808,36.6016,127.93,21.7,21700,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.802,36.6012,138.6,21.2,21200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.797,36.6029,146.196,20.7,20700,2-3-C-2,SFGPEVAL-------,0,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.755,36.5696,130.757,11.44531667,16300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.922,36.6069,111.43,10.70095,16300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.848,36.541,55.6483,16.05846667,18200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.923,36.6157,58.4407,14.10813333,15200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.849,36.5385,48.3415,15.79376667,17900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.912,36.6146,61.4769,10.92216667,14200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.745,36.6135,97.4097,21.5602,32700,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.741,36.627,84.6887,27.44056667,31100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.75,36.5704,148.993,11.09423333,15800,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.924,36.6126,70.6993,10.9538,15600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.846,36.5451,67.9811,16.49963333,18700,2-3-A-1,SFGPEVAL-------,1,100,
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.952,36.5881,38.1009,14.3117,21800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
